"","topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","topic9","topic10","project","projecttype"
"fawikivoyage",0.706921236309859,0.00031723039479709,0.0103044437576809,0.0785050317724388,0.0125996175050517,0.0162279260154476,0.175060299021876,2.72902056186085e-07,6.37837235528224e-05,1.58597239947613e-07,"fawikivoyage","Wikivoyage"
"ffwiki",0.411840701291233,0.386405171497696,0.194059235113377,0.000398631770505646,0.000731041360442989,0.000475448400933615,0.0017106953978334,0.000306435680157187,0.00406592341612042,6.71607170014049e-06,"ffwiki","Wikipedia"
"fiu_vrowiki",0.700190768593983,0.136215232847738,0.150551766126091,0.00216276069325833,0.0100484511181762,8.5271537823553e-05,0.000279625346615068,7.82311703560372e-05,0.000387092857451407,7.9970850778838e-07,"fiu_vrowiki","Wikipedia"
"fiwiki",0.894878773555061,0.0231800509461654,0.0505610702744592,0.00519083201380176,2.29572715958953e-05,0.023679619598537,4.87167751682916e-06,0.00185989343921651,0.000621900176154151,3.10474919640631e-08,"fiwiki","Wikipedia"
"fiwikibooks",0.493157751018294,0.0466026458824521,0.000250486360359331,0.37567757451615,0.0297941590080827,0.000176040757493372,0.0413079025788704,0.0128146372931196,0.000110211894478908,0.000108590690699455,"fiwikibooks","Wikibooks"
"fiwikinews",0.24156816067314,0.461868086533024,0.287223298598127,0.000642651649018062,0.0036954094251139,0.000818360213442035,0.00225766374117692,0.0004654277642952,0.0014504786932936,1.04627093686669e-05,"fiwikinews","Wikinews"
"fiwikiquote",0.460927397775353,0.336973071232404,0.112929579950283,0.010147747789922,0.0715990022056088,1.57405772456442e-05,0.00325580917647144,0.00190146059721018,0.00219118761075218,5.90030847498152e-05,"fiwikiquote","Wikiquote"
"fiwikivoyage",0.887362116016933,0.051570990954984,0.049226691931638,0.00752959919334463,0.0039169551376726,8.7224696228173e-05,9.40185956001006e-05,2.68399310877688e-05,0.000185224907905742,3.38634605835114e-07,"fiwikivoyage","Wikivoyage"
"fjwiki",0.709570752146352,0.228923452727818,0.0361178566489768,0.00051336097797952,0.00140175720252525,0.0161328577110559,0.000361107003042483,0.000154370469097401,0.00681595429818783,8.5308149648913e-06,"fjwiki","Wikipedia"
"fowiki",0.531971311915765,0.4441591182929,0.0148323994127876,7.73466195384535e-05,0.00610849079299876,6.67576444508587e-05,3.26214952633287e-05,1.92325650642735e-05,0.00273255714524373,1.64115988328851e-07,"fowiki","Wikipedia"
"frpwiki",0.453350888501189,0.100422766417135,0.0694627313441977,0.372850216969221,0.00335058705943697,3.99703742532593e-05,0.000123156073300307,2.78386783527706e-05,0.000371426592591398,4.17990322122823e-07,"frpwiki","Wikipedia"
"frrwiki",0.838015494803704,0.055478950034765,0.0634613723713716,0.0393073972577828,0.00287299179034881,7.36893405620196e-05,0.000224213398573862,7.2472067136605e-05,0.0004929823655073,4.36570248514167e-07,"frrwiki","Wikipedia"
"frwiki",3.84780697477646e-06,0.96591807970399,0.0301745294573198,0.00140180342651571,1.89731788999639e-06,0.00236138476550255,9.69222455458935e-09,3.35217390854641e-06,0.000135095213460655,4.42213112887636e-10,"frwiki","Wikipedia"
"frwikibooks",0.130029512249299,0.0918553600311252,0.000350124810926173,0.00679937923106909,0.0132269540391027,0.000223359759116296,0.730104251601955,0.0271843665736631,0.00011809205374738,0.000108599649995832,"frwikibooks","Wikibooks"
"frwikinews",0.139247147911416,0.697995806121902,0.0410407580039541,0.117513249709259,0.00395832009549827,8.6638204930186e-05,4.9893044118028e-05,2.83531780148212e-05,7.95927081582188e-05,2.41022748974605e-07,"frwikinews","Wikinews"
"frwikiquote",0.665662278316293,0.247700322718555,0.0421463889817185,0.0327877403299227,0.00326322532549481,0.0058510081290849,0.000570208028717867,0.000396451983991642,0.00161290121390758,9.47497231400154e-06,"frwikiquote","Wikiquote"
"frwikisource",0.455275643888039,0.529556660398032,0.000159781540472652,0.000736741767275009,0.00114335508378442,2.1842226370053e-06,0.000158273997880531,0.000100940832243664,0.0128616290990271,4.78917060925987e-06,"frwikisource","Wikisource"
"frwikivoyage",0.0764536808806888,0.312645623690629,0.0491624206791692,0.0637505299919364,0.0173681955147625,0.00443773593286004,0.475971104051021,3.53386414244649e-08,0.000210649401674337,2.45186174322969e-08,"frwikivoyage","Wikivoyage"
"furwiki",0.709919755847889,0.237730569190157,0.0450449136478124,0.000956408216959282,0.00101946720650825,1.85710652260092e-06,0.00064277640305127,0.000220080738392411,0.00445965113251957,4.52051018845599e-06,"furwiki","Wikipedia"
"fywiki",0.924868475999355,0.0228475433855141,0.0272881708048148,0.015928026166686,0.00209797760672017,0.000152754535103007,4.77851195929102e-05,9.14463752846342e-05,0.00667748782004474,3.32186884275152e-07,"fywiki","Wikipedia"
"gagwiki",0.729487979452099,0.100041401359039,0.158825835591884,0.000272359327614236,0.00786485198991358,7.09746160305576e-05,0.000332568701275721,6.97538471850707e-05,0.00303349715552729,7.77959431600712e-07,"gagwiki","Wikipedia"
"ganwiki",0.384388540303295,0.140034120643617,0.0569006801795613,0.000621500086413017,0.00118960920813409,0.40997912722023,0.000181245006530603,0.000113216627663529,0.00658850715054811,3.45357400767379e-06,"ganwiki","Wikipedia"
"gawiki",0.94130654001206,0.0134348154489923,0.0209220231009454,0.000958303891820045,0.00178548474433345,0.0163410615402175,4.71150293557228e-05,0.000264385777936813,0.00494004612112477,2.24333213824498e-07,"gawiki","Wikipedia"
"gdwiki",0.760428103616326,0.0947189214511594,0.0216232780804404,0.12067908290215,0.00234305970220314,2.23632073284051e-05,3.92766020736914e-05,1.75395639639041e-05,0.000128211836720918,1.63037634278338e-07,"gdwiki","Wikipedia"
"glkwiki",0.749613824785284,0.10068281413329,0.0959785903102101,0.0385581188770161,0.00960686184902169,6.82217928322432e-06,0.0019072499210219,0.00073302098002498,0.00289191402059623,2.0782944251689e-05,"glkwiki","Wikipedia"
"glwiki",0.838978818486989,0.00152845084755443,0.0127361314384614,0.130844202297438,0.000740791513206304,0.00483998581497901,3.02505093815331e-05,0.00669206831131537,0.003609158835509,1.41945166838044e-07,"glwiki","Wikipedia"
"glwikibooks",0.998047722342731,0.000216919739696945,0.000216919739696317,0.000216919739696521,0.000216919739696651,0.000216919739696314,0.000216919739697032,0.000216919739696498,0.000216919739696312,0.000216919739696312,"glwikibooks","Wikibooks"
"glwikiquote",0.492142074695243,0.00498773446422889,0.495786217048492,0.00150141101939633,0.00217017894785964,0.000109231697292151,0.000108581919413016,0.000763646272306372,0.00231581023118221,0.00011511370458721,"glwikiquote","Wikiquote"
"glwikisource",0.998047722342732,0.000216919739696338,0.000216919739696313,0.000216919739697141,0.000216919739696351,0.000216919739696313,0.000216919739696315,0.000216919739696327,0.000216919739696312,0.000216919739696318,"glwikisource","Wikisource"
"gnwiki",0.741492786249403,0.131341351970464,0.112680910758262,0.00716037991026177,0.00647872497815126,0.000117414414245805,0.000281523071145003,7.22250843890036e-05,0.000373890562130216,7.93001547492514e-07,"gnwiki","Wikipedia"
"gomwiki",0.545873045641955,0.203113031255955,0.233106350631881,0.000164249466016142,0.0157961700028911,0.000129373681464684,0.000580871730214479,0.000110607560994071,0.00112199901954871,4.30100907899639e-06,"gomwiki","Wikipedia"
"gotwiki",0.606029605305358,0.315931400037431,0.0714946082685166,0.00114644206444278,0.00123990584255353,0.000134730815437423,0.000601133398389192,0.000366810349750302,0.00304510304302037,1.02608751008148e-05,"gotwiki","Wikipedia"
"guwiki",0.70587674853406,0.14419937638986,0.123690479153416,0.000373493534672141,0.0115761387527394,0.000166900724407647,0.00799153657767135,9.29803540007888e-05,0.00602881003029744,3.53594887458217e-06,"guwiki","Wikipedia"
"guwikiquote",0.513109954909907,0.0315317855684694,0.362614751118958,0.00413213585229837,0.0144065368384066,0.000127248068952516,0.0697596392540828,0.00226599464025359,0.00177415086160593,0.000277802887065473,"guwikiquote","Wikiquote"
"guwikisource",0.23506947909966,0.0045029361317719,0.75037026124709,0.000511721269797869,0.0037659277909288,7.59560158861101e-06,0.00514061641565578,0.000309536967874904,0.000302665669067832,1.92598065641083e-05,"guwikisource","Wikisource"
"gvwiki",0.79749705515856,0.0406349832426987,0.0688000228957741,0.0395185234571391,0.0115822687035713,0.0403353617148701,0.00133638661886698,5.75843339067013e-05,0.000237402591555983,4.1128305710112e-07,"gvwiki","Wikipedia"
"hakwiki",0.547594183296921,0.0089086042595979,0.0295962621594131,0.131758638514967,0.00169182247492419,0.280130998348372,4.42882695696267e-05,1.15922022684237e-05,0.000263420322570515,1.90151395490525e-07,"hakwiki","Wikipedia"
"hawiki",0.420950779843618,0.314424301812877,0.23894013126223,0.000216807606038954,0.0229679205161916,0.000235304242158076,0.000862738827763442,0.000158479832728103,0.00123769535537775,5.84070101774158e-06,"hawiki","Wikipedia"
"hawwiki",0.685278362202152,0.178710079741837,0.116558595597362,0.00149920731952416,0.0157675324314028,0.000304489062431608,0.000434002544781666,0.000129238016666934,0.00131728525393388,1.20782990722532e-06,"hawwiki","Wikipedia"
"hewiki",0.245261088074404,0.545711246630197,0.00541081109005685,0.00712015741467409,0.100545451984463,0.00543059383246404,0.0888379600227132,0.000720005459630505,0.000962668786714061,1.67046834078067e-08,"hewiki","Wikipedia"
"hewikibooks",0.998047722342731,0.000216919739696945,0.000216919739696317,0.000216919739696521,0.000216919739696651,0.000216919739696314,0.000216919739697032,0.000216919739696498,0.000216919739696312,0.000216919739696312,"hewikibooks","Wikibooks"
"hewikinews",0.221327963081491,0.484516272510219,0.27369672856051,0.00153054451403794,0.00381374001136228,0.00486944185819408,0.00630568598957361,0.000811410317145593,0.00311141278219978,1.68003752659885e-05,"hewikinews","Wikinews"
"hewikiquote",0.321530319627915,0.550187149018069,0.0817258643544481,0.00541946206536329,0.00820552145705382,0.0248626441496929,0.00109047621371929,0.00158242807520786,0.00537114608765325,2.49889508769599e-05,"hewikiquote","Wikiquote"
"hewikisource",0.95928104406275,0.00818641263635344,2.76246121599274e-05,0.0182848460875825,0.00536741063702606,1.39637829992931e-05,5.03435009387099e-05,0.00131328094457714,0.00742208584290256,5.29878927101983e-05,"hewikisource","Wikisource"
"hewikivoyage",0.767061264669026,0.144609026781936,0.0187783522235078,0.00483446470016685,0.0246502128346905,0.000664140042877247,0.0393086059516431,8.88115831935835e-06,8.48078630806814e-05,2.43774752219459e-07,"hewikivoyage","Wikivoyage"
"hifwiki",0.828215066177714,0.0625518739483942,0.0977030237482618,0.000190288615573899,0.00783843706622729,7.5884915447631e-05,0.00310630111278614,4.31690329708878e-05,0.000275365970782963,5.89411840806247e-07,"hifwiki","Wikipedia"
"hiwiki",0.907480712848583,0.0147683073660242,0.0285890420252743,0.00112094410414579,0.00544487517685882,0.0292573880665733,0.0131585065517639,6.59965125567123e-05,0.00011399039823639,2.3694998315669e-07,"hiwiki","Wikipedia"
"hiwikiquote",0.00235131887613704,0.434331357013476,0.497182180096813,0.00160995626198025,0.0082072246878167,0.043894208407907,0.010027008639744,0.000849867123719888,0.00151811697557109,2.87619168352252e-05,"hiwikiquote","Wikiquote"
"hrwiki",0.924135786874331,0.00215313527193277,0.0126137585045203,0.0311491711642762,0.00259987650649655,0.0132457778637519,0.0107303200407043,0.00165353252547339,0.00171848427049522,1.56978018424205e-07,"hrwiki","Wikipedia"
"hrwikibooks",0.998047722342732,0.000216919739696326,0.000216919739696315,0.000216919739696726,0.000216919739696856,0.000216919739696313,0.000216919739696317,0.000216919739696369,0.000216919739696312,0.000216919739696312,"hrwikibooks","Wikibooks"
"hrwikiquote",0.415597718702923,0.197789692369997,0.148376086717629,0.00353533898911895,0.218965115760252,2.54458335043755e-05,0.00400098285228946,0.0015085463901388,0.0101224033361295,7.86690480181883e-05,"hrwikiquote","Wikiquote"
"hsbwiki",0.907351538742915,0.0337371367741125,0.0514402629278309,0.000660683871199814,0.00630069066745097,7.30547999880029e-05,9.9384114074136e-05,4.40834825268786e-05,0.000239845659785428,5.3318960116201e-05,"hsbwiki","Wikipedia"
"htwiki",0.848933074735152,0.0657868913865957,0.0756416160500701,0.00244389715373914,0.00676636220464587,6.50055369460617e-05,0.000140134044097659,3.40320858702938e-05,0.00018849830514532,4.88497738273362e-07,"htwiki","Wikipedia"
"huwiki",1.58531202477337e-06,0.0927765790783574,0.0029670285875901,0.903881028616712,3.82523149419375e-06,7.68747080621877e-07,0.000342552926098258,2.1900113554102e-05,4.73051224489082e-06,8.74843871351585e-10,"huwiki","Wikipedia"
"huwikibooks",0.998047722342731,0.000216919739696945,0.000216919739696317,0.000216919739696521,0.000216919739696651,0.000216919739696314,0.000216919739697032,0.000216919739696498,0.000216919739696312,0.000216919739696312,"huwikibooks","Wikibooks"
"huwikinews",0.321662263640192,0.406014024336558,0.224964031889747,0.000833531583860917,0.0428215830964186,8.36297094076389e-05,0.000748373643645098,0.000548242792248458,0.00231533393967649,8.98536824555087e-06,"huwikinews","Wikinews"
"huwikiquote",0.0659050146914547,0.462256125355851,0.0339149270317521,0.393756121076784,0.00627571688423957,2.08099458567046e-05,0.0265062628565749,0.00127408042270459,0.0100289436505822,6.19980841997969e-05,"huwikiquote","Wikiquote"
"huwikisource",0.252026831846514,0.0149790528556668,0.000239988618893178,0.701395043953251,0.0209325498965299,0.000147152935333184,0.000548462828074346,0.00387675298227696,0.00537079194596175,0.00048337213749812,"huwikisource","Wikisource"
"hywiki",3.61794243901501e-06,0.0154815390105792,0.00116205192320909,0.0049178245169841,0.000317375921342939,6.62374757577603e-07,0.00301998689408581,0.974922519241176,0.000174421649775688,5.25650842733443e-10,"hywiki","Wikipedia"
"hywikiquote",0.434286517070021,0.37074178373203,0.172809232732615,0.0073260577842599,0.00325022958192591,1.24208389437402e-05,0.00364768797582594,0.00249690673384141,0.00540548704502965,2.36765055080306e-05,"hywikiquote","Wikiquote"
"iawiki",0.185798433943222,6.2779215442262e-05,0.00205214878196123,0.316730605799363,1.05977052628208e-05,0.0017951814038953,0.493512017851344,3.81760347484236e-05,4.90220177372e-08,1.02427433151128e-08,"iawiki","Wikipedia"
"idwiki",0.838602230874503,0.000280283367725207,0.00955569116375675,0.0773885015274492,0.00315285567656998,0.0513673736247022,0.0108472199826393,0.00301579497462788,0.00578993688465807,1.1192336844482e-07,"idwiki","Wikipedia"
"idwikibooks",0.888720183991552,0.00809072586076673,0.000120705527201057,0.0743263875297298,0.014018734990457,8.00457697910887e-05,0.00595436784166438,0.00852556747128798,5.49121858253167e-05,0.000108368831724692,"idwikibooks","Wikibooks"
"iewiki",0.916367521761708,0.0364057267244614,0.042761446125439,0.00047233841932116,0.0035077791558096,6.80827869485817e-05,7.70593656335481e-05,0.000182086116990557,0.000157523107690387,4.36435997835967e-07,"iewiki","Wikipedia"
"igwiki",0.624781150467186,0.183574719399785,0.178395236378434,0.00116116246972602,0.000844338721080413,1.4372490678115e-06,0.000769577418326156,0.000127516320790726,0.0103406496888296,4.21188677432373e-06,"igwiki","Wikipedia"
"iiwiki",0.00225328430459305,0.000513792710125004,0.000246227899218482,0.000108582772115016,0.00010858566099617,0.996267122892325,0.000133333234754832,0.000141491737793411,0.000118988215892726,0.000108590572186021,"iiwiki","Wikipedia"
"ikwiki",0.85129349989977,0.0700534954703021,0.0645248689830012,0.0116101838999099,0.000839927487467034,2.96928373528021e-06,0.00055169428115746,0.00040604907905869,0.000708546672047869,8.76494355091909e-06,"ikwiki","Wikipedia"
"ilowiki",0.503440124768215,0.431892409504455,0.024942424662003,0.000113944257824564,0.0113452083845671,8.86562813016546e-05,0.0166937564687802,0.00449624150127051,0.00698693043910928,3.03732473718693e-07,"ilowiki","Wikipedia"
"iowiki",0.354364652682379,0.633968181322462,0.00345420117118421,0.00577271046210735,0.000383091193089177,8.16655672764499e-06,1.58277111797232e-06,9.53468875687864e-05,0.00195200831663591,5.86367284069771e-08,"iowiki","Wikipedia"
"iswiki",0.949123378740273,0.0134624036168374,0.0226679100434846,0.0105485725162711,0.00183605482332474,0.00197594817159852,4.71039001829014e-05,6.96884785515808e-05,0.000268728370562731,2.11338913352416e-07,"iswiki","Wikipedia"
"iswikibooks",0.0499027307420146,0.693903499387699,0.0674081120327266,0.158366485494207,0.012002485230554,4.06583173418659e-05,0.0108459532263329,0.00256904260014812,0.00491475095175829,4.62820172174139e-05,"iswikibooks","Wikibooks"
"itwiki",1.02351142168343e-06,0.00891881012439579,0.0070600757428725,5.71827551661758e-06,4.91680554098278e-06,5.8470670974202e-07,0.984005330688034,1.25199474816398e-06,2.28768500455118e-06,4.65755643750721e-10,"itwiki","Wikipedia"
"itwikibooks",0.0939051510813616,0.597229159310739,0.173915422968672,0.0459856092551919,0.0138812515406144,6.50380091133222e-05,0.0432378161423282,0.0032800117063172,0.0284527633558026,4.77766298601823e-05,"itwikibooks","Wikibooks"
"itwikinews",0.553522540866161,0.232234836231578,0.186575216784123,0.00851895701687966,0.0168952397840298,0.000269716924930813,0.000644925794503692,0.000166125863327356,0.00116766393225829,4.77680220862412e-06,"itwikinews","Wikinews"
"itwikiquote",0.0598297423652986,0.930876971918017,0.00638804928697058,0.000279926359421065,0.00243036607308277,4.08213749702713e-05,5.42751994822531e-05,1.47823659991662e-05,8.48192005681283e-05,2.45856190005846e-07,"itwikiquote","Wikiquote"
"itwikisource",0.95985077502423,6.10291242758386e-05,4.06718300701745e-08,2.23436263765107e-05,1.52577677454369e-05,3.25213753552561e-08,5.78045961027327e-08,4.19344027009675e-05,0.0400084951281779,3.3928692053195e-08,"itwikisource","Wikisource"
"itwikivoyage",0.140532490055847,0.742082963741028,0.103273259850227,0.00524869018648464,0.000221281498840552,0.00858701885085394,3.56095835536422e-05,1.51736645938451e-07,1.84947259905541e-05,3.97705288166464e-08,"itwikivoyage","Wikivoyage"
"iuwiki",0.677835575287055,0.218400927571448,0.0946459590493798,0.00275058459394809,0.00121169642079283,0.00326049385111213,0.000726297840761644,0.000409823291584473,0.000748446155510896,1.01959384078911e-05,"iuwiki","Wikipedia"
"jamwiki",0.630700607784246,0.150466804504197,0.206844870915848,0.000405275308454333,0.0104707484050025,8.49134799625933e-05,0.000425310977301291,9.15499710066822e-05,0.000506905610908386,3.01304307292984e-06,"jamwiki","Wikipedia"
"jawiki",0.545548371747306,0.0133252954547038,0.00400519831865636,0.0509435658079914,0.00492629239628168,0.362239099903096,0.011280146781466,0.00334504295724831,0.00438690217908992,8.44541606581804e-08,"jawiki","Wikipedia"
"jawikibooks",0.998047722342731,0.000216919739696945,0.000216919739696317,0.000216919739696521,0.000216919739696651,0.000216919739696314,0.000216919739697032,0.000216919739696498,0.000216919739696312,0.000216919739696312,"jawikibooks","Wikibooks"
"jawikinews",0.324012318107772,0.334423485205637,0.307130942222516,0.000290927373789019,0.0304411191865938,2.43193428764189e-06,0.00205712390090634,0.000247928688883094,0.00138619990468172,7.52347493375753e-06,"jawikinews","Wikinews"
"jawikiquote",0.324411669254361,0.0908052427531283,0.000336870591656286,0.00521121385288553,0.572139527831683,1.79566549268484e-05,0.00153862558001129,0.00103913427191942,0.00448818810252494,1.15711069031955e-05,"jawikiquote","Wikiquote"
"jbowiki",0.495862093894419,0.31006196231616,0.189641077323133,0.000442707097458036,0.00192925829657536,0.000322938265377839,0.000662313284051311,0.000153935804057058,0.000919178108609922,4.53561015829249e-06,"jbowiki","Wikipedia"
"jvwiki",0.818088327427325,0.0683796161537504,0.0644375950383256,0.0314106058010739,0.00769479615785701,0.0013915126163114,0.000298549834727713,0.00122910949189292,0.00706963658826822,2.50890468491881e-07,"jvwiki","Wikipedia"
"kaawiki",0.825545992432185,0.0780809098135668,0.0861342446496489,0.00179478239877879,0.00763801257751202,0.000254008239401131,0.000203483396201884,5.60920445539171e-05,0.000291893726581117,5.80721570359907e-07,"kaawiki","Wikipedia"
"kabwiki",0.796931827595959,0.0725444542617418,0.0868229737284546,0.0320025182066345,0.0106106962903321,0.000540014465781697,0.000181524577457972,4.82509041279757e-05,0.000317092738546206,6.47230963965359e-07,"kabwiki","Wikipedia"
"kawiki",0.734122431681903,0.107186668687966,0.00204624469661504,0.0185178479303027,8.40341018280756e-05,0.00121147078445013,1.00104701308337e-05,0.135302686621226,0.00151857065336272,3.43722150351418e-08,"kawiki","Wikipedia"
"kawikibooks",0.000216919739696686,0.000216919739696425,0.000216919739696313,0.998047722342732,0.000216919739696525,0.000216919739696313,0.000216919739696312,0.000216919739696427,0.000216919739696312,0.000216919739696312,"kawikibooks","Wikibooks"
"kbdwiki",0.172364331335155,0.00232016428465913,0.0365485131960799,0.000362364966644455,0.758195855077157,9.68045778458828e-05,0.000156900572345459,0.000346156788000229,0.0296081780761226,7.31125989616457e-07,"kbdwiki","Wikipedia"
"kbpwiki",0.585231164562771,0.215595597711307,0.188713169531569,0.000285180495664497,0.00873421162348959,0.000221792505806854,0.000536513285365997,9.97468291746487e-05,0.000577927410632648,4.69604421798029e-06,"kbpwiki","Wikipedia"
"kgwiki",0.453226575012049,0.0636052091671635,0.114422262672122,0.277908451753422,0.0101898521197154,0.0800227253674808,0.000248245190037867,5.65277501716381e-05,0.000319463491067661,6.87476769595034e-07,"kgwiki","Wikipedia"
"kiwiki",0.204505167579679,0.029660820329462,0.0559779792101031,7.55341792168889e-05,0.00834136355848287,0.701187804430462,0.000100042701626443,2.03038120354211e-05,0.000130588706406023,3.95492526119063e-07,"kiwiki","Wikipedia"
"kkwiki",0.656328034863272,0.000202065066038055,0.00927655947478097,0.129224102099668,0.00373300193711679,0.00636438973221161,0.189549781768464,7.35061059107948e-05,0.00524830484730625,2.54105232363225e-07,"kkwiki","Wikipedia"
"klwiki",0.802161123873696,0.132771773696707,0.0528688184014552,0.000180202519628307,0.00819445157785959,0.00322361680025058,0.000183972537952038,6.67655686095878e-05,0.000348438875334659,8.36148506971786e-07,"klwiki","Wikipedia"
"kmwiki",0.649310794496737,0.204539581738852,0.139464487567632,0.00232049540632333,0.00208405156724457,0.000621663593632823,0.000685115287412678,0.000247927152481863,0.000718345118536013,7.53807114692331e-06,"kmwiki","Wikipedia"
"knwiki",0.831196190729209,0.0690768641876842,0.088291229640384,0.000428843734093308,0.00649954109893458,0.00131843950713116,0.00286026606693145,3.93891358108757e-05,0.000288753018929493,4.82880891571975e-07,"knwiki","Wikipedia"
"knwikiquote",0.000216919739696348,0.000216919739696737,0.998047722342732,0.000216919739696381,0.00021691973969654,0.000216919739696312,0.000216919739696973,0.000216919739696356,0.000216919739696349,0.000216919739696313,"knwikiquote","Wikiquote"
"koiwiki",0.641779995897002,0.323388828584803,0.0179938636495353,0.000858819196891921,0.0011745628828125,0.00234375277258757,0.00591435629582341,0.000380450935621995,0.00614900298324783,1.63668016738717e-05,"koiwiki","Wikipedia"
"kowiki",0.542881783948197,0.00018973965418844,0.00445772124883282,0.0440333084859715,0.00173934731767279,0.387402465638561,0.00954064503435983,0.00647841518514478,0.00327649427441955,7.92126525088084e-08,"kowiki","Wikipedia"
"kowikinews",0.356018692888284,0.358585394188726,0.240509732406328,0.00133176638777606,0.0361489637309165,0.00321663592057973,0.00106581717085411,0.000915944144963843,0.00219394877480176,1.31043867697376e-05,"kowikinews","Wikinews"
"kowikiquote",0.00524963919612959,0.34358513763147,0.194057838723143,0.00340368510151783,0.439821215490718,7.6111343073367e-05,0.0090990431855288,0.00300052693332606,0.00157615942917527,0.000130642965918275,"kowikiquote","Wikiquote"
"krcwiki",0.544233575281595,0.332727511309825,0.0991064657815754,0.0176702749051089,0.000844497772208571,0.000653042978152953,0.000710423797625201,0.000289649198998924,0.00375884912372601,5.70985118348395e-06,"krcwiki","Wikipedia"
"kshwiki",0.700287173267822,0.199428273063377,0.0841975855690558,0.000580230041994114,0.000539338540572569,7.13635139874164e-05,0.000320560123015589,0.000147817739909495,0.0144210542969809,6.60384328515168e-06,"kshwiki","Wikipedia"
"kswiki",0.930070514301093,0.000782667772054339,0.04933928956835,0.000366669675794186,0.00274433610380615,0.0150278270845046,0.000438415741686366,0.000224801455684685,0.000984590592730824,2.08877042962803e-05,"kswiki","Wikipedia"
"kuwiki",0.845064808354776,0.0273655587607667,0.0596470651018039,0.0325130128070807,0.0111604610610308,7.42615137683742e-05,0.0239661950507459,3.30365575365299e-05,0.00017519098427607,4.09808214500682e-07,"kuwiki","Wikipedia"
"kuwikiquote",0.470993410575962,0.418128691952586,0.000386974059059872,0.0253683573232645,0.0224791892276263,0.000151311979380185,0.0401447013860972,0.00482912294369539,0.0169959793660151,0.000522261186313825,"kuwikiquote","Wikiquote"
"kvwiki",0.734032695744734,0.143124440654861,0.111112433735014,0.000245785488272862,0.0096862115234418,0.000203551075415257,0.000388032988863073,0.000157031629499737,0.00104838076889404,1.43639100439487e-06,"kvwiki","Wikipedia"
"kwwiki",0.885438142940786,0.0455968152184117,0.0623818291417106,0.00200878533548556,0.00407507378696542,9.64904363199684e-05,0.000114110080182425,2.91177758634288e-05,0.00025926256388624,3.72720388278648e-07,"kwwiki","Wikipedia"
"kywiki",0.905349138530301,0.0494982678495674,0.0396821880387236,0.000707502066569896,0.00430372686312302,0.000140089069642901,8.29849537792337e-05,2.76988885606371e-05,0.000208088697912605,3.15041819554349e-07,"kywiki","Wikipedia"
"ladwiki",0.664868537804319,0.0247903241573536,0.051982704538255,0.252233763637802,0.00550200424436768,6.88570866785167e-05,0.000240996852063971,2.23551857072098e-05,0.000290157588965574,2.98904486976082e-07,"ladwiki","Wikipedia"
"lawiki",0.44435038353096,0.410340697993087,0.00370501356459134,0.0395113131557027,0.0107392186508513,0.00715108339629689,0.0837139774598846,2.0444850075622e-05,0.000467858625148649,8.77340197277299e-09,"lawiki","Wikipedia"
"lawikiquote",0.969900623998123,0.00615087046098199,8.24198115182007e-05,0.00436797492548288,0.00444771673431532,6.15977425995751e-05,0.000865876658501972,0.00395723947862878,0.0100258454389937,0.000139834750854711,"lawikiquote","Wikiquote"
"lbewiki",0.561279271288332,0.25821889160208,0.127048069361286,0.000780369324071957,0.0181004586705001,6.36193795796864e-06,0.00665721932392739,0.000546790516402423,0.027328128318328,3.44396571136471e-05,"lbewiki","Wikipedia"
"lbwiki",0.351888626702847,0.460283236670586,0.00159829904011993,0.183947562890318,0.00104805575491981,3.33918817830618e-05,9.96044685802456e-07,1.48398278148263e-06,0.00119826182846667,8.52034925180187e-08,"lbwiki","Wikipedia"
"lezwiki",0.692696139969958,0.221342971874115,0.0699239938509568,0.000351977324757517,0.0107915275025645,0.000467561725138291,0.0038401417835385,0.000166403000442665,0.000418377631220066,9.05337308956808e-07,"lezwiki","Wikipedia"
"lgwiki",0.627111295718877,0.168311063933393,0.200967162957408,0.000340123340497102,0.0018081480105025,2.59383181879458e-06,0.000588015126393679,0.00019037449104403,0.000672528187434887,8.6944026304205e-06,"lgwiki","Wikipedia"
"lijwiki",0.857842090037524,0.0586760553464685,0.0767026273336382,0.00134352994832331,0.00500787016825389,3.96207464189543e-06,0.000142003949136095,4.67799005456454e-05,0.000233533333377223,1.54790809171272e-06,"lijwiki","Wikipedia"
"liwiki",0.768724270407863,0.0126115157402419,0.0441428256577686,0.171929594291899,0.00179159211033898,5.16733559276783e-05,6.63547529080057e-05,2.14219508295893e-05,0.000660476330041219,2.75402182457156e-07,"liwiki","Wikipedia"
"lmowiki",0.772188056077626,0.0429565014827793,0.0208206207862972,0.106799032721337,0.00389347930298304,0.000756528243104551,0.0524805498266504,5.35559099819703e-07,0.000104573049427929,1.22950694306468e-07,"lmowiki","Wikipedia"
"lnwiki",0.699654155567251,0.154287820599096,0.134950862770241,0.00016838658017172,0.0101844626067461,9.35385066888936e-05,0.000247772736232447,5.98522611769508e-05,0.00035237755047273,7.70821923260319e-07,"lnwiki","Wikipedia"
"lowiki",0.49257603854198,0.411968845965704,0.0842489298275996,0.0078609284811086,0.000800921064065239,0.00127093720673257,0.000403061922474841,0.000146854234909929,0.000718665842602042,4.81691282286178e-06,"lowiki","Wikipedia"
